0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,img_filename
68.0,85.0,0.0,0.0,0.0,0.0,0.0,5.0,157.0,92.0,1.0,0.0,0.0,0.0,0.0,46.0,107.0,61.0,92.0,23.0,3.0,0.0,1.0,23.0,6.0,62.0,157.0,9.0,1.0,0.0,1.0,7.0,153.0,6.0,0.0,0.0,0.0,0.0,0.0,20.0,157.0,15.0,0.0,1.0,2.0,5.0,2.0,84.0,48.0,5.0,15.0,27.0,54.0,50.0,5.0,20.0,11.0,13.0,42.0,13.0,12.0,14.0,9.0,17.0,64.0,2.0,0.0,0.0,0.0,0.0,0.0,12.0,157.0,44.0,4.0,2.0,1.0,2.0,1.0,34.0,44.0,26.0,51.0,38.0,29.0,51.0,4.0,4.0,14.0,13.0,76.0,17.0,6.0,27.0,21.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,2.0,2.0,4.0,0.0,0.0,0.0,5.0,5.0,3.0,82.0,95.0,1.0,0.0,0.0,1.0,1.0,9.0,157.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,17.0,0.0,0.0,0.0,5.0,9.0,2.0,10.0,5.0,4.0,3.0,1.0,37.0,151.0,20.0,0.0,1.0,5.0,5.0,2.0,81.0,151.0,3.0,29.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,151.0,92.0,1.0,1.0,0.0,0.0,1.0,5.0,64.0,24.0,40.0,54.0,6.0,2.0,15.0,11.0,17.0,24.0,48.0,29.0,3.0,13.0,17.0,3.0,109.0,9.0,0.0,0.0,0.0,0.0,0.0,13.0,heart_140.png
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,5.0,0.0,0.0,1.0,1.0,0.0,1.0,4.0,2.0,13.0,19.0,19.0,5.0,0.0,1.0,2.0,5.0,77.0,38.0,6.0,2.0,1.0,5.0,71.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,166.0,35.0,0.0,0.0,3.0,7.0,4.0,30.0,45.0,2.0,1.0,10.0,80.0,83.0,9.0,19.0,17.0,1.0,7.0,12.0,21.0,30.0,19.0,80.0,133.0,9.0,0.0,0.0,0.0,0.0,1.0,18.0,166.0,57.0,0.0,1.0,6.0,2.0,1.0,10.0,81.0,17.0,1.0,12.0,139.0,32.0,2.0,5.0,140.0,10.0,1.0,6.0,29.0,12.0,4.0,48.0,40.0,16.0,0.0,0.0,0.0,0.0,1.0,10.0,166.0,166.0,0.0,0.0,1.0,0.0,0.0,2.0,92.0,101.0,0.0,1.0,44.0,55.0,5.0,4.0,106.0,15.0,1.0,1.0,13.0,49.0,9.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,53.0,94.0,1.0,0.0,0.0,0.0,0.0,1.0,50.0,131.0,37.0,24.0,1.0,0.0,0.0,0.0,24.0,85.0,70.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,16.0,2.0,7.0,67.0,31.0,33.0,22.0,3.0,121.0,9.0,3.0,13.0,7.0,69.0,131.0,82.0,28.0,3.0,0.0,0.0,12.0,131.0,113.0,28.0,2.0,16.0,3.0,1.0,1.0,3.0,1.0,0.0,heart_1401.png
2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,52.0,2.0,0.0,0.0,0.0,0.0,0.0,13.0,41.0,20.0,38.0,70.0,19.0,0.0,0.0,0.0,0.0,0.0,20.0,112.0,29.0,0.0,0.0,76.0,12.0,0.0,0.0,0.0,0.0,0.0,3.0,140.0,88.0,6.0,2.0,0.0,0.0,0.0,12.0,65.0,63.0,62.0,137.0,25.0,0.0,0.0,1.0,1.0,1.0,12.0,87.0,50.0,2.0,1.0,4.0,130.0,2.0,0.0,0.0,0.0,0.0,0.0,39.0,140.0,4.0,1.0,3.0,7.0,2.0,1.0,98.0,41.0,5.0,6.0,49.0,88.0,7.0,3.0,15.0,7.0,1.0,5.0,16.0,11.0,2.0,11.0,74.0,123.0,0.0,0.0,0.0,0.0,0.0,0.0,99.0,140.0,0.0,0.0,0.0,15.0,11.0,4.0,140.0,5.0,0.0,0.0,0.0,65.0,34.0,26.0,55.0,5.0,1.0,3.0,4.0,3.0,2.0,24.0,140.0,34.0,26.0,17.0,0.0,0.0,0.0,10.0,110.0,86.0,89.0,13.0,0.0,0.0,0.0,1.0,76.0,54.0,75.0,69.0,32.0,0.0,0.0,1.0,10.0,1.0,3.0,82.0,125.0,3.0,3.0,1.0,0.0,46.0,92.0,103.0,0.0,0.0,0.0,0.0,7.0,125.0,106.0,28.0,10.0,2.0,0.0,0.0,12.0,34.0,27.0,64.0,125.0,25.0,0.0,0.0,0.0,0.0,1.0,104.0,125.0,2.0,0.0,0.0,0.0,125.0,40.0,18.0,0.0,0.0,0.0,0.0,48.0,heart_1403.png
6.0,1.0,0.0,0.0,0.0,0.0,1.0,6.0,93.0,1.0,0.0,0.0,0.0,0.0,0.0,121.0,116.0,5.0,0.0,0.0,0.0,0.0,8.0,137.0,46.0,25.0,7.0,0.0,0.0,0.0,65.0,137.0,36.0,4.0,0.0,0.0,0.0,0.0,0.0,9.0,137.0,11.0,0.0,0.0,0.0,0.0,0.0,137.0,101.0,43.0,13.0,8.0,15.0,2.0,3.0,137.0,41.0,137.0,88.0,4.0,1.0,1.0,6.0,37.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,137.0,84.0,1.0,0.0,0.0,0.0,0.0,11.0,76.0,117.0,16.0,5.0,20.0,9.0,4.0,9.0,35.0,45.0,28.0,3.0,3.0,6.0,10.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,57.0,41.0,5.0,0.0,0.0,0.0,1.0,10.0,45.0,137.0,19.0,0.0,0.0,1.0,8.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,8.0,0.0,0.0,0.0,0.0,4.0,36.0,19.0,2.0,8.0,5.0,4.0,7.0,28.0,88.0,9.0,8.0,16.0,3.0,2.0,29.0,34.0,31.0,50.0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,166.0,24.0,0.0,0.0,0.0,3.0,8.0,62.0,60.0,3.0,1.0,5.0,13.0,77.0,41.0,52.0,66.0,3.0,1.0,2.0,3.0,14.0,26.0,129.0,86.0,10.0,1.0,0.0,0.0,0.0,0.0,5.0,heart_1406.png
84.0,31.0,0.0,0.0,0.0,0.0,0.0,4.0,81.0,8.0,0.0,0.0,0.0,0.0,11.0,70.0,28.0,1.0,0.0,0.0,0.0,0.0,72.0,129.0,9.0,0.0,0.0,0.0,0.0,0.0,78.0,129.0,103.0,45.0,0.0,0.0,0.0,0.0,1.0,27.0,129.0,57.0,0.0,0.0,0.0,0.0,0.0,36.0,129.0,26.0,0.0,0.0,0.0,0.0,4.0,74.0,110.0,47.0,14.0,0.0,0.0,0.0,7.0,94.0,22.0,1.0,0.0,0.0,0.0,0.0,46.0,129.0,69.0,5.0,0.0,0.0,0.0,0.0,36.0,129.0,129.0,29.0,27.0,6.0,0.0,0.0,1.0,76.0,28.0,73.0,129.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,30.0,77.0,3.0,1.0,13.0,17.0,0.0,0.0,27.0,73.0,6.0,5.0,52.0,57.0,0.0,0.0,0.0,14.0,0.0,4.0,86.0,36.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,44.0,10.0,8.0,0.0,0.0,0.0,0.0,4.0,13.0,21.0,132.0,31.0,2.0,0.0,0.0,78.0,12.0,7.0,48.0,16.0,3.0,3.0,32.0,77.0,13.0,0.0,0.0,0.0,0.0,0.0,2.0,167.0,83.0,7.0,6.0,3.0,8.0,5.0,42.0,50.0,16.0,13.0,65.0,58.0,93.0,15.0,26.0,167.0,12.0,2.0,14.0,7.0,16.0,8.0,86.0,86.0,2.0,0.0,0.0,0.0,0.0,0.0,6.0,heart_1408.png
15.0,74.0,7.0,0.0,0.0,0.0,0.0,0.0,101.0,123.0,1.0,0.0,0.0,0.0,4.0,38.0,147.0,27.0,2.0,0.0,0.0,0.0,9.0,108.0,82.0,59.0,67.0,1.0,0.0,0.0,19.0,85.0,52.0,50.0,6.0,0.0,0.0,0.0,0.0,1.0,147.0,67.0,0.0,0.0,0.0,0.0,1.0,122.0,111.0,14.0,8.0,29.0,31.0,2.0,11.0,147.0,12.0,27.0,134.0,57.0,14.0,0.0,0.0,4.0,62.0,5.0,1.0,0.0,0.0,0.0,0.0,2.0,147.0,51.0,0.0,0.0,0.0,0.0,0.0,23.0,134.0,24.0,1.0,14.0,95.0,22.0,2.0,16.0,16.0,1.0,9.0,23.0,77.0,18.0,0.0,12.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,22.0,1.0,0.0,1.0,24.0,6.0,1.0,3.0,19.0,0.0,0.0,1.0,30.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,13.0,4.0,1.0,2.0,1.0,0.0,1.0,122.0,105.0,7.0,0.0,0.0,0.0,0.0,41.0,122.0,69.0,27.0,0.0,0.0,0.0,1.0,33.0,42.0,57.0,0.0,0.0,6.0,4.0,0.0,0.0,15.0,3.0,31.0,20.0,36.0,15.0,0.0,4.0,91.0,24.0,122.0,24.0,4.0,6.0,13.0,71.0,105.0,56.0,9.0,1.0,2.0,23.0,55.0,118.0,51.0,19.0,0.0,4.0,8.0,0.0,0.0,0.0,18.0,3.0,heart_141.png
27.0,30.0,1.0,0.0,0.0,0.0,0.0,2.0,135.0,50.0,0.0,0.0,0.0,0.0,0.0,24.0,135.0,40.0,10.0,0.0,0.0,0.0,13.0,101.0,26.0,30.0,70.0,10.0,5.0,19.0,56.0,64.0,31.0,2.0,0.0,0.0,0.0,0.0,0.0,8.0,135.0,27.0,1.0,0.0,0.0,0.0,0.0,57.0,134.0,89.0,79.0,3.0,0.0,0.0,0.0,17.0,8.0,44.0,135.0,13.0,0.0,1.0,3.0,7.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,94.0,135.0,11.0,0.0,0.0,0.0,0.0,2.0,32.0,135.0,42.0,3.0,0.0,0.0,0.0,6.0,46.0,46.0,22.0,1.0,0.0,2.0,17.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,17.0,0.0,0.0,0.0,0.0,0.0,4.0,135.0,69.0,0.0,0.0,0.0,0.0,0.0,18.0,135.0,135.0,3.0,0.0,0.0,1.0,5.0,40.0,1.0,0.0,0.0,0.0,0.0,0.0,9.0,150.0,5.0,0.0,0.0,0.0,0.0,0.0,90.0,56.0,13.0,20.0,13.0,2.0,0.0,4.0,48.0,29.0,68.0,17.0,4.0,0.0,0.0,6.0,12.0,105.0,8.0,0.0,0.0,0.0,0.0,0.0,2.0,150.0,9.0,0.0,0.0,0.0,0.0,0.0,17.0,66.0,6.0,5.0,11.0,18.0,12.0,11.0,9.0,30.0,42.0,5.0,4.0,5.0,4.0,17.0,10.0,101.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,heart_1411.png
43.0,4.0,0.0,0.0,0.0,0.0,0.0,6.0,137.0,16.0,0.0,0.0,0.0,0.0,2.0,37.0,51.0,23.0,2.0,0.0,0.0,1.0,41.0,46.0,8.0,36.0,28.0,2.0,0.0,0.0,44.0,39.0,23.0,21.0,3.0,2.0,0.0,0.0,0.0,1.0,137.0,104.0,0.0,0.0,0.0,0.0,1.0,7.0,137.0,49.0,0.0,0.0,0.0,0.0,45.0,74.0,42.0,7.0,1.0,0.0,0.0,0.0,111.0,137.0,17.0,11.0,4.0,5.0,1.0,0.0,0.0,0.0,137.0,35.0,0.0,0.0,0.0,0.0,0.0,21.0,137.0,44.0,4.0,0.0,0.0,0.0,0.0,61.0,82.0,77.0,86.0,3.0,0.0,0.0,3.0,41.0,11.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,137.0,65.0,0.0,0.0,0.0,0.0,0.0,2.0,137.0,137.0,14.0,1.0,0.0,0.0,0.0,2.0,5.0,45.0,75.0,18.0,1.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,1.0,29.0,53.0,0.0,0.0,0.0,0.0,0.0,5.0,98.0,33.0,4.0,0.0,0.0,0.0,0.0,31.0,97.0,34.0,20.0,2.0,0.0,0.0,1.0,74.0,88.0,81.0,3.0,0.0,0.0,0.0,0.0,0.0,14.0,127.0,6.0,0.0,0.0,0.0,3.0,19.0,97.0,38.0,19.0,0.0,0.0,0.0,39.0,54.0,37.0,31.0,101.0,19.0,0.0,0.0,5.0,17.0,11.0,90.0,14.0,1.0,0.0,0.0,0.0,0.0,11.0,heart_1412.png
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,82.0,114.0,1.0,0.0,0.0,0.0,1.0,15.0,140.0,24.0,4.0,0.0,0.0,0.0,15.0,87.0,36.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,140.0,4.0,0.0,0.0,0.0,0.0,0.0,140.0,85.0,3.0,0.0,0.0,2.0,8.0,8.0,137.0,121.0,8.0,0.0,0.0,1.0,3.0,5.0,48.0,34.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,140.0,85.0,0.0,0.0,0.0,0.0,0.0,18.0,127.0,20.0,0.0,0.0,2.0,18.0,19.0,26.0,140.0,10.0,0.0,0.0,0.0,8.0,10.0,36.0,26.0,6.0,0.0,0.0,0.0,0.0,2.0,3.0,140.0,100.0,0.0,0.0,0.0,0.0,0.0,2.0,140.0,68.0,1.0,1.0,2.0,16.0,22.0,22.0,69.0,17.0,1.0,4.0,6.0,22.0,17.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,7.0,2.0,0.0,0.0,0.0,0.0,12.0,58.0,19.0,0.0,0.0,0.0,0.0,0.0,31.0,130.0,22.0,2.0,0.0,0.0,0.0,0.0,56.0,130.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,89.0,2.0,0.0,0.0,0.0,0.0,29.0,130.0,39.0,4.0,0.0,0.0,0.0,0.0,113.0,130.0,32.0,5.0,0.0,0.0,0.0,18.0,130.0,123.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,heart_1413.png
58.0,4.0,0.0,0.0,0.0,0.0,1.0,60.0,37.0,5.0,1.0,0.0,0.0,0.0,9.0,73.0,22.0,50.0,40.0,0.0,0.0,2.0,34.0,12.0,4.0,59.0,105.0,0.0,0.0,2.0,18.0,2.0,125.0,36.0,0.0,0.0,0.0,0.0,0.0,6.0,127.0,11.0,0.0,0.0,0.0,0.0,36.0,99.0,12.0,3.0,2.0,0.0,0.0,13.0,127.0,59.0,1.0,6.0,5.0,0.0,0.0,11.0,127.0,36.0,114.0,12.0,0.0,0.0,0.0,0.0,3.0,46.0,127.0,30.0,0.0,0.0,0.0,0.0,5.0,88.0,96.0,16.0,2.0,0.0,0.0,1.0,38.0,116.0,33.0,23.0,12.0,0.0,0.0,1.0,95.0,127.0,9.0,0.0,0.0,0.0,0.0,0.0,29.0,88.0,36.0,1.0,0.0,1.0,3.0,5.0,75.0,127.0,37.0,6.0,34.0,23.0,4.0,2.0,6.0,80.0,12.0,47.0,100.0,20.0,0.0,0.0,0.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,6.0,0.0,0.0,0.0,0.0,0.0,19.0,46.0,29.0,20.0,6.0,4.0,4.0,1.0,16.0,27.0,6.0,12.0,5.0,8.0,68.0,40.0,27.0,51.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,148.0,15.0,0.0,0.0,0.0,3.0,4.0,116.0,87.0,9.0,5.0,5.0,8.0,43.0,18.0,71.0,148.0,9.0,3.0,2.0,6.0,30.0,18.0,85.0,41.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,heart_1417.png
38.0,80.0,76.0,34.0,3.0,7.0,5.0,2.0,13.0,14.0,93.0,126.0,18.0,17.0,4.0,2.0,24.0,8.0,15.0,9.0,2.0,4.0,2.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,21.0,12.0,6.0,126.0,79.0,0.0,46.0,5.0,17.0,20.0,3.0,83.0,33.0,6.0,126.0,10.0,1.0,0.0,0.0,3.0,3.0,26.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,19.0,109.0,59.0,50.0,126.0,35.0,0.0,11.0,2.0,28.0,63.0,41.0,126.0,33.0,7.0,124.0,40.0,73.0,10.0,2.0,12.0,11.0,24.0,15.0,9.0,29.0,4.0,0.0,0.0,0.0,2.0,0.0,55.0,126.0,38.0,7.0,13.0,2.0,0.0,0.0,30.0,90.0,111.0,49.0,3.0,0.0,0.0,4.0,24.0,126.0,107.0,43.0,1.0,0.0,0.0,0.0,4.0,110.0,44.0,0.0,0.0,0.0,0.0,32.0,5.0,4.0,15.0,0.0,0.0,2.0,91.0,44.0,6.0,22.0,28.0,1.0,0.0,0.0,102.0,48.0,66.0,61.0,16.0,0.0,0.0,0.0,10.0,31.0,42.0,12.0,49.0,15.0,0.0,0.0,0.0,49.0,128.0,84.0,6.0,0.0,0.0,0.0,24.0,25.0,39.0,128.0,109.0,1.0,0.0,0.0,14.0,128.0,50.0,37.0,25.0,0.0,0.0,0.0,13.0,48.0,14.0,6.0,40.0,29.0,8.0,7.0,5.0,1.0,83.0,122.0,1.0,0.0,0.0,0.0,0.0,heart_1418.png
0.0,0.0,0.0,16.0,25.0,13.0,5.0,3.0,18.0,0.0,0.0,0.0,1.0,3.0,4.0,22.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,30.0,29.0,4.0,88.0,5.0,0.0,0.0,0.0,3.0,17.0,39.0,131.0,28.0,2.0,16.0,23.0,0.0,0.0,23.0,6.0,4.0,1.0,53.0,131.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,127.0,131.0,1.0,27.0,4.0,7.0,4.0,9.0,40.0,96.0,53.0,102.0,25.0,61.0,67.0,45.0,0.0,4.0,46.0,4.0,3.0,15.0,131.0,131.0,0.0,0.0,0.0,0.0,0.0,47.0,92.0,50.0,99.0,56.0,0.0,1.0,3.0,39.0,47.0,110.0,60.0,13.0,2.0,3.0,7.0,111.0,131.0,67.0,33.0,0.0,2.0,0.0,0.0,30.0,131.0,62.0,14.0,0.0,0.0,2.0,6.0,3.0,0.0,0.0,0.0,0.0,1.0,44.0,130.0,14.0,0.0,0.0,0.0,11.0,37.0,70.0,89.0,1.0,0.0,0.0,3.0,87.0,57.0,41.0,36.0,13.0,1.0,0.0,3.0,99.0,145.0,41.0,5.0,1.0,0.0,0.0,0.0,0.0,16.0,145.0,39.0,2.0,0.0,2.0,2.0,30.0,145.0,66.0,45.0,9.0,20.0,32.0,11.0,76.0,145.0,33.0,85.0,145.0,19.0,4.0,0.0,3.0,16.0,75.0,11.0,0.0,0.0,0.0,0.0,0.0,3.0,heart_142.png
71.0,91.0,54.0,0.0,0.0,0.0,0.0,6.0,78.0,97.0,110.0,2.0,0.0,0.0,0.0,8.0,142.0,142.0,36.0,7.0,0.0,0.0,0.0,5.0,11.0,48.0,142.0,80.0,0.0,0.0,0.0,0.0,37.0,121.0,64.0,0.0,0.0,0.0,0.0,0.0,142.0,60.0,40.0,0.0,0.0,0.0,0.0,66.0,142.0,28.0,23.0,27.0,12.0,10.0,2.0,54.0,1.0,4.0,54.0,78.0,11.0,8.0,17.0,13.0,81.0,53.0,1.0,0.0,0.0,0.0,0.0,0.0,142.0,71.0,0.0,0.0,0.0,0.0,0.0,14.0,134.0,21.0,0.0,2.0,8.0,31.0,8.0,15.0,7.0,0.0,0.0,2.0,6.0,26.0,36.0,52.0,13.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,43.0,4.0,0.0,0.0,0.0,0.0,0.0,6.0,38.0,27.0,77.0,36.0,1.0,0.0,0.0,1.0,0.0,1.0,118.0,85.0,1.0,0.0,3.0,37.0,7.0,0.0,0.0,0.0,0.0,0.0,6.0,164.0,115.0,5.0,2.0,0.0,0.0,0.0,20.0,80.0,67.0,42.0,164.0,24.0,0.0,0.0,2.0,36.0,2.0,12.0,121.0,21.0,0.0,1.0,34.0,90.0,8.0,2.0,1.0,1.0,4.0,2.0,18.0,heart_1422.png
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,49.0,6.0,0.0,0.0,0.0,0.0,2.0,48.0,112.0,15.0,8.0,2.0,1.0,8.0,33.0,51.0,5.0,3.0,13.0,3.0,2.0,84.0,76.0,10.0,39.0,2.0,0.0,0.0,0.0,0.0,1.0,17.0,145.0,4.0,0.0,1.0,1.0,0.0,8.0,145.0,53.0,5.0,6.0,7.0,25.0,24.0,27.0,145.0,23.0,3.0,10.0,6.0,10.0,15.0,23.0,138.0,74.0,18.0,1.0,0.0,0.0,0.0,0.0,4.0,145.0,48.0,1.0,3.0,2.0,0.0,1.0,46.0,59.0,12.0,2.0,16.0,22.0,5.0,7.0,123.0,31.0,3.0,23.0,79.0,15.0,2.0,4.0,107.0,61.0,6.0,1.0,0.0,0.0,0.0,0.0,4.0,145.0,5.0,0.0,0.0,0.0,0.0,0.0,57.0,78.0,1.0,0.0,24.0,32.0,1.0,2.0,118.0,2.0,0.0,5.0,110.0,67.0,0.0,1.0,13.0,5.0,22.0,3.0,0.0,0.0,0.0,1.0,2.0,52.0,97.0,10.0,11.0,1.0,2.0,15.0,37.0,83.0,12.0,6.0,20.0,3.0,6.0,22.0,26.0,73.0,7.0,1.0,9.0,39.0,55.0,29.0,32.0,45.0,20.0,1.0,0.0,0.0,0.0,0.0,4.0,141.0,89.0,3.0,1.0,2.0,6.0,6.0,33.0,127.0,18.0,2.0,2.0,14.0,34.0,18.0,25.0,109.0,17.0,3.0,29.0,83.0,11.0,1.0,5.0,27.0,28.0,1.0,0.0,0.0,0.0,0.0,2.0,heart_1423.png
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,59.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,186.0,12.0,0.0,4.0,5.0,0.0,0.0,43.0,62.0,4.0,12.0,92.0,81.0,0.0,0.0,10.0,1.0,3.0,35.0,49.0,63.0,19.0,4.0,1.0,88.0,8.0,0.0,0.0,0.0,0.0,0.0,4.0,186.0,86.0,1.0,9.0,11.0,0.0,0.0,19.0,83.0,24.0,7.0,76.0,173.0,23.0,12.0,8.0,8.0,5.0,16.0,20.0,28.0,17.0,50.0,103.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,186.0,11.0,0.0,1.0,4.0,1.0,0.0,74.0,78.0,8.0,4.0,3.0,40.0,28.0,48.0,56.0,4.0,4.0,38.0,14.0,2.0,6.0,71.0,150.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,21.0,1.0,0.0,0.0,0.0,0.0,4.0,46.0,25.0,0.0,0.0,0.0,0.0,1.0,19.0,72.0,71.0,12.0,0.0,0.0,0.0,0.0,8.0,59.0,26.0,0.0,0.0,0.0,0.0,0.0,2.0,10.0,117.0,5.0,0.0,0.0,0.0,0.0,26.0,117.0,18.0,2.0,0.0,0.0,0.0,52.0,117.0,67.0,36.0,43.0,0.0,0.0,0.0,42.0,28.0,5.0,21.0,0.0,0.0,0.0,0.0,43.0,97.0,23.0,heart_1424.png
3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,55.0,19.0,4.0,1.0,2.0,1.0,2.0,5.0,21.0,74.0,25.0,8.0,24.0,13.0,1.0,13.0,40.0,23.0,2.0,1.0,99.0,40.0,2.0,73.0,18.0,0.0,0.0,0.0,0.0,0.0,3.0,168.0,60.0,2.0,2.0,5.0,8.0,5.0,33.0,48.0,10.0,11.0,13.0,81.0,52.0,9.0,24.0,90.0,27.0,7.0,2.0,9.0,12.0,5.0,84.0,130.0,3.0,0.0,0.0,0.0,0.0,0.0,30.0,168.0,22.0,0.0,4.0,8.0,2.0,1.0,22.0,66.0,9.0,0.0,15.0,79.0,19.0,13.0,58.0,83.0,1.0,5.0,34.0,7.0,4.0,4.0,145.0,79.0,29.0,0.0,0.0,0.0,0.0,0.0,6.0,168.0,86.0,0.0,0.0,1.0,1.0,1.0,7.0,78.0,11.0,0.0,4.0,13.0,7.0,19.0,102.0,12.0,0.0,4.0,118.0,38.0,1.0,3.0,47.0,72.0,63.0,3.0,0.0,0.0,0.0,1.0,25.0,58.0,111.0,57.0,7.0,0.0,1.0,0.0,8.0,22.0,16.0,68.0,20.0,1.0,1.0,2.0,70.0,16.0,8.0,14.0,2.0,3.0,9.0,50.0,125.0,6.0,118.0,25.0,0.0,0.0,0.0,0.0,0.0,58.0,151.0,50.0,0.0,0.0,0.0,0.0,2.0,151.0,57.0,13.0,7.0,2.0,0.0,1.0,102.0,38.0,17.0,109.0,33.0,5.0,1.0,12.0,84.0,7.0,21.0,9.0,2.0,0.0,0.0,0.0,3.0,heart_1426.png
